ID;Polarity;Text
4036;negative;CI/CD pipeline is failing because of broken dependency. Can we fix `express` package version?
3814;negative;unbelievable CI/CD pipeline error: why is it taking so long to deploy? this is unacceptable for our production environment
2076;neutral;Just noting for future reference, but it looks like there's a discrepancy between our docs and how Jenkins is configured.
485;positive;Great work @CodeMonkey on sorting out that pesky dependency issue with latest `node-sass` update, CI/CD pipeline is now green :)
1655;neutral;when merging PR #12, encountered conflict in dependencies, seems like a naming collision issue between 'jquery' and 'jQuery-UI'
1216;positive;Love the new doc update! Much clearer on how to handle edge cases :)
3087;negative;Unfortunately, these changes break our CI/CD pipeline in Docker. Getting `image-pulling-timeout` errors all over the place... Fingers crossed someone can take a look.
3723;negative;Not sure what's causing this build to fail, but the error message says `TypeError: Cannot read properties of undefined (reading 'length')`
4099;negative;@stale-merge - That was a frustrating rebuild due to CI pipeline failure caused by an outdated dependency.
3762;negative;That @ernie's PR is failing on our CI/CD pipeline because he didn't include our company's proprietary library as an explicit dependency.
4052;negative;Sorry to report, but this patch causes our test suite to fail on Travis CI.
3346;negative;This is breaking our CI/CD pipeline in Azure DevOps - I'm seeing errors on the staging environment :(
3948;negative;@sebastien-p This constant naming inconsistency is frustrating when trying to integrate CI/CD pipeline with Jenkinsfile. Very confusing!
1775;neutral;Can we discuss using `async` instead of `threading` for better performance?
2411;neutral;Just reviewed the code for pipeline #12 and noticed that the unit test coverage doesn't seem to be reflected correctly.
2798;neutral;Actually just re-reading through this discussion and I'm still not sure how this affects our current CI/CD pipeline setup?
919;positive;Great job on fixing the CI/CD pipeline! Now our tests are running smoothly.
1647;neutral;Can you update the Docker build step to use Python 3.8 as per #22111?
1027;positive;Nice catch on the missing semicolon! Helps avoid silent errors like this one: #15
1031;positive;Just tested PR #42 and the CI/CD pipeline passed! Thanks for the fixes
883;positive;Works like a charm now!! Your CI/CD pipeline fix was exactly what we needed for this project.
1336;positive;Nice optimization! Reduced build time by 20% thanks to this change!
2747;neutral;What's the thinking behind removing the redundant CI/CD pipeline check for node 14?
3652;negative;https://github.com/openapi-open-source/swagger-codegen/pull/2573 this PR is still broken after multiple rejections, we need to reconsider how dependencies are managed here.
2714;neutral;I've re-run the tests for your recent merge request to ensure everything is functioning as expected after your modifications to the API endpoint.
365;positive;Great suggestion @johnnyg! Indeed, this will fix the issue with the stale API credentials in our CI/CD pipeline nicely
4361;negative;Weird - why's `build.gradle` trying to resolve Maven dependencies instead of Gradle ones?
3288;negative;I'm confused why the CI/CD pipeline is failing consistently due to an outdated version of `npm`, which hasn't been updated in months - shouldn't it be fixed automatically?
2126;neutral;What do you think about updating to TypeScript 4 in this PR? Not sure if it'll cause any issues.
28;positive;Great job on squash-merging #1234, reduced our open PR count significantly!
474;positive;Just tested the updated CI/CD pipeline and it looks great! Thanks for ironing out those kinks.
526;positive;Thanks @kennytm, your commit in [12345] really simplified our CI/CD pipeline. The automated tests are running smoothly now :)
726;positive;Great fix on that CI/CD pipeline, it'll speed up our deployment times quite a bit!
56;positive;Great catch on that test failure @jordi79!
639;positive;Awesome work on refactoring the dependency manager! CI pipeline is now passing and we can consider this a major milestone!
303;positive;Your pull request to fix the Jenkins pipeline script broke our CI/CD but thanks for catching that bug, we needed to upgrade Docker too! Good catch!
2767;neutral;We should investigate why our CI/CD pipeline is not picking up changes made to the `package.json` file.
4201;negative;I'm really disappointed in this PR. The Travis CI tests are still failing after all these iterations.
1277;positive;Nice refactor! That was a quick rebase with minimal conflicts!
1891;neutral;Regarding this CI/CD pipeline failure (`issue#123`), it might be worth investigating why the `build-tools` dependency is not being installed.
625;positive;Nice job on resolving the API call timeout issue! Your fix worked smoothly in our CI/CD pipeline.
2056;neutral;Would be worth considering adding some example use cases for the updated `fetch` method, especially since it's now asynchronous. Does that sound like something we could tackle in this PR?
1281;positive;this is great, just tried the updated pipeline and all tests are passing now!
2852;neutral;I think this code could fit into a separate method, no strong opinion either way. Does that sound reasonable for you @Alexander-Murphy?
1050;positive;Thanks for quickly fixing #42! The updated code works as expected now.
337;positive;Great job on reviving the CI/CD pipeline! Now all tests are passing smoothly.
3645;negative;Just tried to update to v2.x but got `Cannot read property 'map' of undefined` error when running tests in CI/CD pipeline, any idea what's causing this?
48;positive;Nice job on rebasing to latest master, avoiding conflicts and making merge smoother than expected!
2879;neutral;Yeah, just like you said, we can go either way with this implementation, but we need to test for both scenarios anyway.
107;positive;Greatly appreciate the refactor, @johnDoe - much cleaner and easier to follow code now!
2398;neutral;Not sure about adding this flag to the build configuration, could you explain how it's used in CI/CD pipeline? Maybe we can discuss it on #233.
1080;positive;that automatic test coverage for CI is so much better now! Thanks for updating the Maven build scripts!
